Datetime,Open,High,Low,Close,Adj Close,Volume
2022-09-15 09:30:00-04:00,6.059999942779541,6.25,6.019999980926514,6.244999885559082,6.244999885559082,95501
2022-09-15 09:35:00-04:00,6.239999771118164,6.25,6.139999866485596,6.150000095367432,6.150000095367432,52435
2022-09-15 09:40:00-04:00,6.230000019073486,6.559999942779541,6.230000019073486,6.539999961853027,6.539999961853027,207310
2022-09-15 09:45:00-04:00,6.5,6.574999809265137,6.449999809265137,6.574999809265137,6.574999809265137,119943
2022-09-15 09:50:00-04:00,6.605000019073486,6.605000019073486,6.505000114440918,6.5625,6.5625,106722
2022-09-15 09:55:00-04:00,6.59499979019165,6.689499855041504,6.554999828338623,6.684999942779541,6.684999942779541,248154
2022-09-15 10:00:00-04:00,6.690000057220459,6.75,6.659999847412109,6.659999847412109,6.659999847412109,259125
2022-09-15 10:05:00-04:00,6.659999847412109,6.664999961853027,6.574999809265137,6.650000095367432,6.650000095367432,327122
2022-09-15 10:10:00-04:00,6.650000095367432,6.835000038146973,6.650000095367432,6.820000171661377,6.820000171661377,186681
2022-09-15 10:15:00-04:00,6.815000057220459,6.824999809265137,6.710000038146973,6.724999904632568,6.724999904632568,186856
2022-09-15 10:20:00-04:00,6.730000019073486,6.755000114440918,6.679999828338623,6.699999809265137,6.699999809265137,113299
2022-09-15 10:25:00-04:00,6.700099945068359,6.800000190734863,6.690000057220459,6.757999897003174,6.757999897003174,182288
2022-09-15 10:30:00-04:00,6.75,6.800000190734863,6.7230000495910645,6.761199951171875,6.761199951171875,147118
2022-09-15 10:35:00-04:00,6.760000228881836,6.775000095367432,6.684999942779541,6.704999923706055,6.704999923706055,187419
2022-09-15 10:40:00-04:00,6.704999923706055,6.769999980926514,6.670000076293945,6.699999809265137,6.699999809265137,187337
2022-09-15 10:45:00-04:00,6.710000038146973,6.760000228881836,6.679999828338623,6.724999904632568,6.724999904632568,121236
2022-09-15 10:50:00-04:00,6.724999904632568,6.735000133514404,6.650000095367432,6.660099983215332,6.660099983215332,138648
2022-09-15 10:55:00-04:00,6.659999847412109,6.71999979019165,6.650000095367432,6.690000057220459,6.690000057220459,76210
2022-09-15 11:00:00-04:00,6.659999847412109,6.699999809265137,6.619999885559082,6.699999809265137,6.699999809265137,128422
2022-09-15 11:05:00-04:00,6.690000057220459,6.739999771118164,6.659999847412109,6.710000038146973,6.710000038146973,60385
2022-09-15 11:10:00-04:00,6.699999809265137,6.699999809265137,6.590000152587891,6.630000114440918,6.630000114440918,206610
2022-09-15 11:15:00-04:00,6.630000114440918,6.739999771118164,6.614999771118164,6.739999771118164,6.739999771118164,96160
2022-09-15 11:20:00-04:00,6.735000133514404,6.739999771118164,6.659999847412109,6.679999828338623,6.679999828338623,74004
2022-09-15 11:25:00-04:00,6.684999942779541,6.730000019073486,6.675000190734863,6.679999828338623,6.679999828338623,48677
2022-09-15 11:30:00-04:00,6.690000057220459,6.75,6.684999942779541,6.709700107574463,6.709700107574463,139966
2022-09-15 11:35:00-04:00,6.704999923706055,6.739999771118164,6.699999809265137,6.699999809265137,6.699999809265137,85913
2022-09-15 11:40:00-04:00,6.710000038146973,6.764999866485596,6.690000057220459,6.760000228881836,6.760000228881836,107124
2022-09-15 11:45:00-04:00,6.755000114440918,6.789999961853027,6.744999885559082,6.75,6.75,80791
2022-09-15 11:50:00-04:00,6.739999771118164,6.78000020980835,6.735000133514404,6.75,6.75,82747
2022-09-15 11:55:00-04:00,6.75,6.795000076293945,6.739999771118164,6.789999961853027,6.789999961853027,97660
2022-09-15 12:00:00-04:00,6.789999961853027,6.829999923706055,6.764999866485596,6.795000076293945,6.795000076293945,79652
2022-09-15 12:05:00-04:00,6.789999961853027,6.795000076293945,6.730000019073486,6.764999866485596,6.764999866485596,77511
2022-09-15 12:10:00-04:00,6.764999866485596,6.769999980926514,6.735000133514404,6.7428998947143555,6.7428998947143555,52402
2022-09-15 12:15:00-04:00,6.744999885559082,6.769999980926514,6.739999771118164,6.75,6.75,55498
2022-09-15 12:20:00-04:00,6.744999885559082,6.779900074005127,6.735000133514404,6.755000114440918,6.755000114440918,46921
2022-09-15 12:25:00-04:00,6.75,6.800000190734863,6.75,6.795000076293945,6.795000076293945,34129
2022-09-15 12:30:00-04:00,6.789999961853027,6.829999923706055,6.769999980926514,6.809999942779541,6.809999942779541,108421
2022-09-15 12:35:00-04:00,6.804999828338623,6.820000171661377,6.78000020980835,6.815000057220459,6.815000057220459,52704
2022-09-15 12:40:00-04:00,6.820000171661377,6.829999923706055,6.78000020980835,6.804999828338623,6.804999828338623,88791
2022-09-15 12:45:00-04:00,6.800099849700928,6.800099849700928,6.735000133514404,6.780600070953369,6.780600070953369,104374
