Datetime,Open,High,Low,Close,Adj Close,Volume
2022-09-09 09:30:00-04:00,6.309999942779541,6.46999979019165,6.28000020980835,6.460000038146973,6.460000038146973,163089
2022-09-09 09:35:00-04:00,6.449999809265137,6.480000019073486,6.360000133514404,6.454999923706055,6.454999923706055,108986
2022-09-09 09:40:00-04:00,6.460000038146973,6.489999771118164,6.425000190734863,6.449999809265137,6.449999809265137,92704
2022-09-09 09:45:00-04:00,6.442699909210205,6.679999828338623,6.420000076293945,6.630000114440918,6.630000114440918,220499
2022-09-09 09:50:00-04:00,6.579699993133545,6.590000152587891,6.514999866485596,6.545000076293945,6.545000076293945,142353
2022-09-09 09:55:00-04:00,6.550000190734863,6.59499979019165,6.489999771118164,6.534999847412109,6.534999847412109,196460
2022-09-09 10:00:00-04:00,6.534999847412109,6.559999942779541,6.510000228881836,6.550000190734863,6.550000190734863,85488
2022-09-09 10:05:00-04:00,6.550000190734863,6.650000095367432,6.550000190734863,6.63100004196167,6.63100004196167,80716
2022-09-09 10:10:00-04:00,6.639999866485596,6.639999866485596,6.514999866485596,6.519999980926514,6.519999980926514,61118
2022-09-09 10:15:00-04:00,6.53000020980835,6.570000171661377,6.519999980926514,6.531400203704834,6.531400203704834,35828
2022-09-09 10:20:00-04:00,6.53000020980835,6.559999942779541,6.489999771118164,6.494999885559082,6.494999885559082,73285
2022-09-09 10:25:00-04:00,6.489999771118164,6.519999980926514,6.46999979019165,6.510000228881836,6.510000228881836,47063
2022-09-09 10:30:00-04:00,6.510000228881836,6.565000057220459,6.460000038146973,6.550000190734863,6.550000190734863,93968
2022-09-09 10:35:00-04:00,6.539999961853027,6.570000171661377,6.489999771118164,6.559999942779541,6.559999942779541,37627
2022-09-09 10:40:00-04:00,6.565000057220459,6.65500020980835,6.565000057220459,6.630000114440918,6.630000114440918,85411
2022-09-09 10:45:00-04:00,6.630000114440918,6.644999980926514,6.599999904632568,6.610000133514404,6.610000133514404,52817
2022-09-09 10:50:00-04:00,6.614999771118164,6.627500057220459,6.605000019073486,6.614999771118164,6.614999771118164,33081
2022-09-09 10:55:00-04:00,6.599999904632568,6.629899978637695,6.590000152587891,6.625,6.625,22230
2022-09-09 11:00:00-04:00,6.630000114440918,6.670000076293945,6.614999771118164,6.619999885559082,6.619999885559082,73753
2022-09-09 11:05:00-04:00,6.625,6.659999847412109,6.614999771118164,6.630000114440918,6.630000114440918,47039
2022-09-09 11:10:00-04:00,6.635000228881836,6.699999809265137,6.635000228881836,6.695000171661377,6.695000171661377,121808
2022-09-09 11:15:00-04:00,6.695000171661377,6.799600124359131,6.695000171661377,6.78000020980835,6.78000020980835,185495
