Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,102.08999633789062,104.0,96.44000244140625,100.36000061035156,100.36000061035156,999600
2021-01-05,99.16000366210938,101.36000061035156,97.37000274658203,100.16999816894531,100.16999816894531,606300
2021-01-06,98.4000015258789,110.0,97.78099822998047,105.87000274658203,105.87000274658203,1379100
2021-01-07,109.0999984741211,119.16000366210938,108.33000183105469,118.8499984741211,118.8499984741211,1198600
2021-01-08,118.08999633789062,125.74099731445312,112.33100128173828,119.51000213623047,119.51000213623047,1137300
2021-01-11,116.72000122070312,119.39800262451172,110.56999969482422,116.08999633789062,116.08999633789062,695700
2021-01-12,117.41000366210938,121.29000091552734,115.02999877929688,118.55999755859375,118.55999755859375,869200
2021-01-13,119.2699966430664,122.5,116.50499725341797,117.25,117.25,605000
2021-01-14,118.5999984741211,129.0,118.48999786376953,128.22000122070312,128.22000122070312,912500
2021-01-15,127.2300033569336,134.8280029296875,121.51000213623047,124.37999725341797,124.37999725341797,975000
2021-01-19,128.5,132.6959991455078,127.76000213623047,130.3800048828125,130.3800048828125,547800
2021-01-20,132.72999572753906,136.60499572753906,129.27000427246094,130.5399932861328,130.5399932861328,618700
2021-01-21,131.91000366210938,132.60000610351562,120.48999786376953,121.87999725341797,121.87999725341797,803200
2021-01-22,119.51000213623047,127.75,118.3499984741211,126.2300033569336,126.2300033569336,729000
2021-01-25,127.95999908447266,137.3260040283203,122.9000015258789,137.17999267578125,137.17999267578125,1122700
2021-01-26,138.80999755859375,141.4929962158203,128.2429962158203,130.22000122070312,130.22000122070312,1016500
2021-01-27,124.91999816894531,140.97000122070312,116.30000305175781,125.05000305175781,125.05000305175781,1351200
2021-01-28,128.5,133.0,120.54000091552734,123.16999816894531,123.16999816894531,871900
2021-01-29,127.94999694824219,136.19400024414062,119.80500030517578,126.16999816894531,126.16999816894531,1236300
2021-02-01,135.0,143.9600067138672,130.94000244140625,143.07000732421875,143.07000732421875,1223900
2021-02-02,147.92999267578125,153.08999633789062,138.77000427246094,151.86000061035156,151.86000061035156,777000
2021-02-03,151.4199981689453,155.94000244140625,145.0,146.99000549316406,146.99000549316406,800100
2021-02-04,149.0,154.02000427246094,145.27000427246094,150.6699981689453,150.6699981689453,409400
2021-02-05,154.05999755859375,164.05999755859375,151.04800415039062,162.5,162.5,593100
2021-02-08,167.39999389648438,183.43499755859375,163.85499572753906,183.2100067138672,183.2100067138672,769400
2021-02-09,184.55999755859375,185.61000061035156,174.6790008544922,176.50999450683594,176.50999450683594,741800
2021-02-10,180.55999755859375,184.5500030517578,156.74000549316406,165.14999389648438,165.14999389648438,1155000
2021-02-11,169.9600067138672,169.9600067138672,152.97999572753906,158.27999877929688,158.27999877929688,858700
2021-02-12,156.92999267578125,159.77999877929688,150.75,153.6300048828125,153.6300048828125,755200
2021-02-16,157.05999755859375,157.05999755859375,140.13299560546875,141.82000732421875,141.82000732421875,1255200
2021-02-17,139.92999267578125,144.41000366210938,132.58999633789062,143.72999572753906,143.72999572753906,988700
2021-02-18,139.32000732421875,139.49000549316406,129.26300048828125,132.0,132.0,1368600
2021-02-19,135.8000030517578,144.83999633789062,135.0,139.0,139.0,1370600
2021-02-22,137.41000366210938,139.4499969482422,125.45999908447266,126.3499984741211,126.3499984741211,1306000
2021-02-23,120.0,122.87000274658203,102.4000015258789,118.19000244140625,118.19000244140625,2281100
2021-02-24,116.80999755859375,126.87999725341797,115.4800033569336,123.80000305175781,123.80000305175781,1185900
2021-02-25,122.23999786376953,127.2300033569336,106.23999786376953,108.33000183105469,108.33000183105469,1718900
2021-02-26,111.37000274658203,115.83000183105469,100.55999755859375,110.44000244140625,110.44000244140625,1891900
2021-03-01,115.37999725341797,119.87999725341797,114.29000091552734,118.88999938964844,118.88999938964844,932400
2021-03-02,117.5,117.88999938964844,107.0,107.43000030517578,107.43000030517578,1266000
2021-03-03,106.0,107.24500274658203,92.11499786376953,92.41999816894531,92.41999816894531,2558000
2021-03-04,91.88999938964844,95.06999969482422,78.58399963378906,83.62999725341797,83.62999725341797,3607400
2021-03-05,87.30000305175781,89.5,70.33000183105469,89.5,89.5,4476900
2021-03-08,91.75,94.87000274658203,80.73999786376953,81.88999938964844,81.88999938964844,2555400
2021-03-09,86.29000091552734,96.36000061035156,86.29000091552734,93.7699966430664,93.7699966430664,2506300
2021-03-10,99.08999633789062,101.0,92.11000061035156,93.83000183105469,93.83000183105469,2268900
2021-03-11,99.58000183105469,105.19000244140625,98.44000244140625,105.06999969482422,105.06999969482422,1745500
2021-03-12,102.12999725341797,104.0199966430664,97.28199768066406,103.66999816894531,103.66999816894531,1564800
2021-03-15,104.4800033569336,107.87999725341797,101.7699966430664,107.22000122070312,107.22000122070312,1165800
2021-03-16,108.69999694824219,109.47799682617188,96.43499755859375,102.30000305175781,102.30000305175781,1659000
2021-03-17,97.56999969482422,107.63999938964844,95.0,105.91000366210938,105.91000366210938,1343000
2021-03-18,100.69999694824219,103.96800231933594,90.0,90.68000030517578,90.68000030517578,2087200
2021-03-19,91.4000015258789,99.62000274658203,91.4000015258789,99.08999633789062,99.08999633789062,1627900
2021-03-22,100.66999816894531,106.26000213623047,99.44000244140625,103.62000274658203,103.62000274658203,1406300
2021-03-23,101.44000244140625,101.44000244140625,83.99500274658203,85.7699966430664,85.7699966430664,4235500
2021-03-24,88.75,88.75,72.12000274658203,72.47000122070312,72.47000122070312,4392600
2021-03-25,69.30000305175781,78.8499984741211,67.80000305175781,78.77999877929688,78.77999877929688,4917300
2021-03-26,78.91000366210938,79.73999786376953,68.91100311279297,75.12000274658203,75.12000274658203,3786800
2021-03-29,74.0,74.75,67.93000030517578,68.5,68.5,2929600
2021-03-30,67.30000305175781,72.44999694824219,63.630001068115234,69.94999694824219,69.94999694824219,2866700
2021-03-31,71.97000122070312,79.99600219726562,71.3949966430664,78.91999816894531,78.91999816894531,3510200
2021-04-01,81.6500015258789,85.83999633789062,79.16300201416016,81.13999938964844,81.13999938964844,3018700
2021-04-05,84.41000366210938,85.20999908447266,80.87100219726562,83.97000122070312,83.97000122070312,1858500
2021-04-06,83.4800033569336,84.72000122070312,76.6449966430664,77.20999908447266,77.20999908447266,2056800
2021-04-07,77.62999725341797,77.95999908447266,71.25,71.86000061035156,71.86000061035156,2225100
2021-04-08,73.56999969482422,75.91999816894531,71.5999984741211,73.29000091552734,73.29000091552734,2402900
2021-04-09,72.98999786376953,73.18000030517578,67.41000366210938,68.62999725341797,68.62999725341797,3175400
2021-04-12,68.66999816894531,68.66999816894531,62.58000183105469,64.20999908447266,64.20999908447266,3811300
2021-04-13,64.79000091552734,67.0,62.599998474121094,67.0,67.0,2885000
2021-04-14,68.0,75.58999633789062,67.2699966430664,72.12000274658203,72.12000274658203,4516200
2021-04-15,74.94000244140625,77.19999694824219,73.4000015258789,74.5,74.5,2886100
2021-04-16,75.62999725341797,75.77999877929688,68.30500030517578,70.80000305175781,70.80000305175781,3384000
2021-04-19,69.19999694824219,71.71800231933594,64.4800033569336,66.30000305175781,66.30000305175781,3412200
2021-04-20,65.62000274658203,68.39800262451172,61.900001525878906,65.91999816894531,65.91999816894531,3362400
2021-04-21,65.30000305175781,72.61900329589844,63.70199966430664,72.58000183105469,72.58000183105469,3047200
2021-04-22,71.87999725341797,79.48999786376953,69.25,75.13999938964844,75.13999938964844,5362600
2021-04-23,75.93000030517578,77.6500015258789,74.11000061035156,74.83000183105469,74.83000183105469,2366000
2021-04-26,75.3499984741211,83.52799987792969,74.81999969482422,83.16000366210938,83.16000366210938,3191400
2021-04-27,84.05000305175781,85.88999938964844,81.37999725341797,83.2699966430664,83.2699966430664,2349600
2021-04-28,82.2699966430664,86.12000274658203,79.66000366210938,84.33999633789062,84.33999633789062,2054600
2021-04-29,86.14800262451172,86.14800262451172,78.12000274658203,81.12000274658203,81.12000274658203,3241100
2021-04-30,78.5,83.25,77.81999969482422,78.75,78.75,1997700
2021-05-03,80.1500015258789,81.25,75.41999816894531,75.91999816894531,75.91999816894531,2037700
2021-05-04,74.08999633789062,74.08999633789062,65.9800033569336,66.80999755859375,66.80999755859375,4803600
2021-05-05,68.56700134277344,69.0989990234375,62.301998138427734,63.5099983215332,63.5099983215332,4356300
2021-05-06,62.470001220703125,62.99599838256836,56.5099983215332,61.16999816894531,61.16999816894531,6345000
2021-05-07,62.689998626708984,65.68599700927734,62.040000915527344,63.720001220703125,63.720001220703125,3925700
2021-05-10,63.02000045776367,63.02000045776367,56.5,56.810001373291016,56.810001373291016,4052600
2021-05-11,51.678001403808594,61.29999923706055,50.0,59.630001068115234,59.630001068115234,4606600
2021-05-12,57.11000061035156,62.75,56.630001068115234,58.18000030517578,58.18000030517578,3408200
2021-05-13,59.7400016784668,60.79999923706055,52.20000076293945,55.68000030517578,55.68000030517578,4707800
2021-05-14,57.16999816894531,62.75,56.15999984741211,61.83000183105469,61.83000183105469,3105800
2021-05-17,60.534000396728516,63.099998474121094,59.15999984741211,61.209999084472656,61.209999084472656,2036400
2021-05-18,62.08000183105469,66.58999633789062,60.959999084472656,62.25,62.25,3458600
2021-05-19,59.0,61.2400016784668,57.18000030517578,58.84000015258789,58.84000015258789,4594200
